"PPV","TPR","NPV","TNR","accuracy","F1","grid","Algorithm"
0.955492424242424,0.946824009324009,0.872916666666667,0.908333333333333,0.9296875,0.949474872953134,25,"ALL_Features"
0.896433404558405,0.86438244171565,0.769909838935574,0.833445557710264,0.847560975609756,0.878025627537083,100,"ALL_Features"
0.802176516020823,0.885926748696206,0.862429163669972,0.765711584529438,0.825320512820513,0.839435366555144,225,"ALL_Features"
0.775171633837695,0.787100280633229,0.823126518181116,0.814115269028534,0.801229508196721,0.780257440601176,400,"ALL_Features"
0.714498802158518,0.816306183234531,0.88099237847717,0.80651659596516,0.809722222222222,0.761041470295087,625,"ALL_Features"
0.695944086634519,0.749413935918043,0.875724624710041,0.844016492510227,0.813291139240506,0.721245966202077,900,"ALL_Features"
0.67387612860114,0.74820968203302,0.894068042711178,0.854451473733868,0.823261589403974,0.707027709968021,1225,"ALL_Features"
0.65090572548527,0.746472719589698,0.896531646313578,0.845918707499241,0.8175,0.69322623593464,1600,"ALL_Features"
0.595153245912645,0.728559230859936,0.91071845921416,0.847434034567772,0.818995381062356,0.652941778866753,2025,"ALL_Features"
0.60670173773755,0.688561462080561,0.905572105680215,0.869747731793207,0.828600405679513,0.643399846610439,2500,"ALL_Features"
0.536766412355275,0.685984732084497,0.910191872269259,0.844454118923811,0.810816876122083,0.600838684419711,3025,"ALL_Features"
0.553115244543236,0.661458151033231,0.90896491681152,0.863647002077782,0.822068403908795,0.600393665019495,3600,"ALL_Features"
0.549728471182142,0.609135050455797,0.905569946261751,0.881654427417678,0.829033430232558,0.573772982373747,4225,"ALL_Features"
0.551706237161158,0.643011707610682,0.919871239638199,0.888017505275779,0.843956406869221,0.591819499024398,4900,"ALL_Features"
0.497020414214853,0.664446913891655,0.923846941336015,0.858179458314566,0.824261992619926,0.567248284382635,5625,"ALL_Features"
0.500162758019253,0.620953112714664,0.918519555572685,0.872877513744844,0.829994192799071,0.552547485825789,6400,"ALL_Features"
0.482764030032843,0.592844820552071,0.919060334981342,0.87907362185181,0.833199356913183,0.530120837972593,7225,"ALL_Features"
0.435498760925315,0.638625339798436,0.931119697331558,0.854222273199122,0.821905940594059,0.515809026162123,8100,"ALL_Features"
0.449158441689121,0.590106661623265,0.925170371909812,0.874531887557871,0.832199812382739,0.506589295366262,9025,"ALL_Features"
0.442513998,0.571306551,0.924107673,0.877471997,0.832960644,0.489454689,10000,"ALL_Features"
0.955492424242424,0.946824009324009,0.872916666666667,0.908333333333333,0.9296875,0.949474872953134,25,"No_Location"
0.874917582417582,0.888340775048983,0.79286858974359,0.787065467212526,0.844512195121951,0.87870246062463,100,"No_Location"
0.794213186120662,0.89572293355888,0.870202860781905,0.74882006958288,0.822115384615385,0.839043795905716,225,"No_Location"
0.771351379472448,0.776008882606704,0.815116447631135,0.812206887310606,0.795081967213115,0.772636558600734,400,"No_Location"
0.741799497921114,0.765371330732539,0.859379985996555,0.840890509044274,0.8125,0.750852090027248,625,"No_Location"
0.669720124348362,0.775972578798196,0.883616631861961,0.816067611941655,0.802742616033755,0.717879355673272,900,"No_Location"
0.729105847286875,0.660211329701149,0.868294888911246,0.901829521571658,0.831953642384106,0.691391427523956,1225,"No_Location"
0.676573786421381,0.686193099141047,0.878869887285051,0.873194263085452,0.820357142857143,0.677774723443042,1600,"No_Location"
0.611268287059893,0.675765556666981,0.897513309473339,0.868589777896199,0.823325635103926,0.64128022461547,2025,"No_Location"
0.571016165493007,0.684078402618034,0.90237225898049,0.850685112807553,0.81262677484787,0.620418058482144,2500,"No_Location"
0.561728937404053,0.641781371265614,0.901478011963747,0.868044880239893,0.82024236983842,0.597084003783322,3025,"No_Location"
0.560558185477761,0.615807910441571,0.899201423820868,0.876867157590797,0.82328990228013,0.584955595649252,3600,"No_Location"
0.539797996237159,0.601789794252004,0.903771707985751,0.879984373108171,0.826671511627907,0.567279845571635,4225,"No_Location"
0.542809891084875,0.621836096992838,0.915771055817797,0.887574018588921,0.840158520475561,0.578137000578654,4900,"No_Location"
0.515346085745442,0.60934040221447,0.914219623027365,0.878893671274437,0.83179581795818,0.556864593411446,5625,"No_Location"
0.490341419597928,0.604487110426587,0.915202299387201,0.871189087096474,0.825783972125436,0.539774521318528,6400,"No_Location"
0.455981134808932,0.578489126713415,0.915221353300202,0.868369566146201,0.821811361200429,0.508624583955358,7225,"No_Location"
0.466297948834209,0.541249305770354,0.917139520721837,0.889761529925263,0.837376237623762,0.496960566357174,8100,"No_Location"
0.417126830290621,0.588775960684676,0.923519372877165,0.856243904511954,0.816486866791745,0.484725484539028,9025,"No_Location"
0.427163519131943,0.521551775909436,0.916408168785389,0.882138840744646,0.829941860465116,0.466946618835433,10000,"No_Location"
0.965909090909091,0.938155594405594,0.858333333333333,0.933333333333333,0.9296875,0.949516516092603,25,"Only_Location"
0.905496794871795,0.878067786543236,0.791421568627451,0.848257135021841,0.86280487804878,0.890198411250198,100,"Only_Location"
0.798337547221067,0.868746245828413,0.845556060261943,0.762533875273693,0.814102564102564,0.828104245412043,225,"Only_Location"
0.769555507267372,0.787253122819883,0.82191371573505,0.805776351728906,0.797131147540984,0.777214723590969,400,"Only_Location"
0.731791009164283,0.783122963141964,0.865029615803501,0.829841482268988,0.811805555555556,0.755853968644908,625,"Only_Location"
0.677798964621162,0.766669791867408,0.880567274147381,0.824798760709767,0.805379746835443,0.71806803844304,900,"Only_Location"
0.685611766374878,0.739209932692122,0.891292613067345,0.864193026826427,0.827400662251656,0.709600602158117,1225,"Only_Location"
0.640958383305763,0.749895012066676,0.896376661432682,0.837876358189393,0.8125,0.68902380966966,1600,"Only_Location"
0.604126511575334,0.711630196973175,0.906910857894846,0.856338971779091,0.822170900692841,0.651289754764675,2025,"Only_Location"
0.597113339815291,0.687718855154423,0.905232605538455,0.86574980172097,0.825557809330629,0.638335035068958,2500,"Only_Location"
0.552477104777497,0.661844172582409,0.905642501963677,0.85907080496673,0.817324955116697,0.600458376937628,3025,"Only_Location"
0.545915913017799,0.685711765400463,0.913946980583884,0.854030209187786,0.819218241042345,0.605594087086848,3600,"Only_Location"
0.512947879676251,0.665243135646692,0.915525035552123,0.852423534406952,0.816497093023256,0.57764915482112,4225,"Only_Location"
0.528591523300714,0.671296107639006,0.924715328148841,0.871743652360377,0.835865257595773,0.589984733275154,4900,"Only_Location"
0.481774741021334,0.680486010782704,0.92619139184513,0.845185914342331,0.816266912669127,0.56230965754357,5625,"Only_Location"
0.476447224677547,0.635459428565244,0.920075477755868,0.85652729586233,0.818670150987224,0.541748926955854,6400,"Only_Location"
0.468382546510815,0.594678897675015,0.918405834198358,0.870012133944771,0.82556270096463,0.521060618978548,7225,"Only_Location"
0.445117224231614,0.621160866314688,0.928688281330638,0.863327467917997,0.82710396039604,0.516555306238213,8100,"Only_Location"
0.435401458875549,0.59734704096888,0.926120512149192,0.866780659412092,0.827274859287054,0.502616032350606,9025,"Only_Location"
0.404524825580256,0.59980897398723,0.927038007621748,0.850442902917328,0.814288908765653,0.480219705178697,10000,"Only_Location"
